問題ID,年度,セクション,問題番号,ソース,コンテンツ
115F64,115,F,64,web_display_added,"115F64
検査の結果を確認すると「動脈血ガス分析(room air): pH 7.38、PaCO2 45Torr,PaO2 30Torr,HCO3- 26mEq/L」とあった。患者の呼吸数やSpO2(room air)は来院時と変化はない。採血時の状況を確認すると、シリンジヘの逆流が弱く陰圧をかけながら採取したとのことであった。 適切な対応はどれか。
a 深呼吸を促す。
b 酸素投与を開始する。
c Dダイマーを測定する。
d 心エコー検査を実施する。
e 動脈血を採取しなおして分析する。
================================================================================"
115F65,115,F,65,web_display_added,"115F65
患者は入院加療の後、退院して介護保健施設に入所する方針となった。介助をすればきざみ食を摂ることができるが、食事中にむせ込むことも多い。 今後の栄養摂取方法を決定するにあたりまず行うべきなのはどれか。 F063
a 握力の測定
b 嚥下機能の評価
c 骨密度の測定
d 食事嗜好の確認
e 地域の福祉事務所との相談
================================================================================"
115F66,115,F,66,base_data,"-68 基準値
次の文を読み，66〜68の問いに答えよ．
68歳の男性．歩行時の息苦しさとわずかな喀痰を主訴に来院した．
現病歴：1週前から歩行時の息苦しさとわずかな喀痰を自覚していた．
既往歴：30歳時に虫垂炎のため虫垂切除術を受けた．65歳時にHIV感染症と診断されたが治療を受けずに通院を中断していた．同時期から不眠となり，ベンゾジアゼピン系薬を時折内服している．
生活歴：会社員としてアメリカやヨーロッパで勤務した後に帰国，その後相談役として週2回程度出社している．喫煙は15本/日を20歳から40歳の20年間．飲酒は機会飲酒．
家族歴：父が高血圧症．
現症：意識は清明．身長172cm，体重58kg．体温37.5℃．脈拍120/分，整．血圧120/40mmHg．呼吸数28/分．SpO2 90％（room air）．頸部リンパ節に腫大を認めない．心音に異常を認めない．両側背部でfine cracklesを聴取する．腹部は平坦，軟で，肝・脾を触知しない．腹部の手術痕以外に異常を認めない．背部に叩打痛を認めない．皮膚に異常を認めない．
検査所見：血液所見：赤血球300万，Hb 9.2g/dL，Ht 30％，白血球4,800（桿状核好中球17％，分葉核好中球67％，好酸球8％，好塩基球0％，リンパ球8％），CD4陽性細胞数126/mm3（基準800〜1,200），血小板25万．血液生化学所見：総蛋白6.2g/dL，アルブミン3.0g/dL，総ビリルビン0.8mg/dL，AST 28U/L，ALT 18U/L，LD 250U/L（基準120〜245），ALP 120U/L（基準115〜359），尿素窒素40mg/dL，クレアチニン1.0mg/dL，Na 131mEq/L，K 4.2mEq/L，Cl 97mEq/L．免疫血清学所見：CRP 3.2mg/dL，HBc抗体陰性，HBs抗原陰性，HCV抗体陰性，HIV抗原・抗体陽性．動脈血ガス分析（room air）：pH 7.43，PaCO2 35Torr，PaO2 58Torr，HCO3－ 24mEq/L．胸部造影CTを次に示す．
[F066]
この患者について正しいのはどれか．
ａ　A-aDO2は開大している．
94.3%
ｂ　CO2ナルコーシスである．
0.1%
ｃ　直ちに気管挿管を実施する．
0.4%
ｄ　肺胞低換気が低酸"
115F67,115,F,67,web_display_added,"115F67
患者にサージカルマスクを着用してもらい、医療スタッフもN95マスクを着用した上で陰圧個室において診療している。 これらの感染予防策を解除するために最も有用な検査はどれか。
a 喀痰Gram染色
b 喀痰Grocott染色
c 喀痰Ziehl-Neelsen染色
d 血中β-D-グルカン測定
e 血中結核菌特異的全血インターフェロンγ遊離測定
================================================================================"
115F68,115,F,68,web_display_added,"115F68
HIV感染症の治療を開始することとなり、薬剤耐性検査を実施したところ陰性であった。 初回治療として適切なのはどれか。 F066
a プロテアーゼ阻害薬1剤
b 核酸系逆転写酵素阻害薬2種類の併用
c 核酸系逆転写酵素阻害薬3種類の併用
d インテグラーゼ阻害薬1種類と核酸系逆転写酵素阻害薬2種類の併用
e ノイラミニダーゼ阻害薬1種類と核酸系逆転写酵素阻害薬2種類の併用
================================================================================"
115F69,115,F,69,base_data,"-71 基準値
次の文を読み，69〜71の問いに答えよ．
69歳の男性．物忘れを心配した家族に伴われて来院した．
現病歴：約1年半前から予定を忘れてしまうことが多くなった．約1年前から，日中，呼びかけへの応答が鈍くなる時間帯があることに気付かれるようになった．半年前から，時折，知らない子どもが隣の部屋で遊んでいると訴えるようになった．これらの症状が徐々に悪化するため来院した．
既往歴：20歳時に急性虫垂炎で手術．
生活歴：喫煙歴はない．飲酒は機会飲酒．
家族歴：特記すべきことはない．
現症：意識は清明．意思疎通は可能である．礼節は保たれている．日付の失見当識を認める．失語，失行は認めない．身長170cm，体重60kg．体温36.4℃．脈拍92/分，整．血圧140/78mmHg．長谷川式簡易知能評価スケールは20点（30点満点）．脳神経系に異常を認めない．四肢筋力は正常だが，四肢に軽度の歯車様筋強剛を認める．歩行時の姿勢は前傾しており，歩幅はやや小刻みである．腱反射は正常．運動失調，感覚障害を認めない．
検査所見：尿所見：蛋白（－），糖（－）．血液所見：赤血球437万，Hb 13.5g/dL，Ht 42％，白血球6,500，血小板22万．血液生化学所見：総蛋白6.7g/dL，アルブミン4.6g/dL，総ビリルビン1.3mg/dL，AST 21U/L，ALT 17U/L，アンモニア45μg/dL（基準18〜48），尿素窒素15mg/dL，クレアチニン0.8mg/dL，尿酸7.2mg/dL，血糖98mg/dL，HbA1c 5.3％（基準4.6〜6.2），Na 142mEq/L，K 4.1mEq/L，Cl 102mEq/L．頭部MRIでは軽度の大脳萎縮がみられる．脳血流SPECTを次に示す．
[F069]
診断に有用な検査はどれか．
ａ　脊椎MRI
0.2%
ｂ　脳脊髄液検査
1.0%
ｃ　頸部超音波検査
0.2%
ｄ　末梢神経伝導検査
0.3%
ｅ　MIBG心筋シンチグラフィ
98.3%
[F070]
この患者で認める可能性が高い症状はどれか．
ａ　起立性低血圧
90.5%
ｂ　聴覚過敏
0.8%
ｃ　筋萎縮
2.7%
ｄ　羞明
1.3%
ｅ　尿閉
4.8%
[F071]
受診から2ヵ月後，歩行中に転倒して右上腕骨を骨折し，手術のため入院となった．右上腕部の疼痛を訴え，夜"
115F7,115,F,7,base_data,"解答:
正解:c(正答率 80.3%)"
115F70,115,F,70,web_display_added,"115F70
この患者で認める可能性が高い症状はどれか。
a 起立性低血圧
b 聴覚過敏
c 筋萎縮
d 羞明
e 尿閉
================================================================================"
115F71,115,F,71,web_display_added,"115F71
受診から2ヵ月後、歩行中に転倒して右上腕骨を骨折し、手術のため入院となった。右上腕部の疼痛を訴え、夜間不眠、興奮状態となり、自分が病院へ入院していることが理解できず病棟内を徘徊するようになった。また、幻覚症状が悪化した。これらの症状には日内変動がみられた。 まず行うべき対応はどれか。 F069
a 家族の面会禁止
b 抗コリン薬の投与
c 抗精神病薬の投与
d ベンゾジアゼピン系薬の投与
e 照明の調整による生活リズムの確保
================================================================================"
115F72,115,F,72,base_data,"-74 基準値
次の文を読み，72〜74の問いに答えよ．
42歳の男性．職場の健康診断で異常を指摘されて来院した．
現病歴：20歳代の頃は体重68kg程度であったが，32歳での結婚を機に徐々に増加し，特にこの3年で10kg増加した．現在の体重は過去最大である．
既往歴：特記すべきことはない．
生活歴：喫煙歴はない．飲酒はビール500mL/日．仕事は事務作業で通勤以外の運動習慣はない．
家族歴：父親が糖尿病，高血圧症，脳梗塞．
現症：意識は清明．身長173cm，体重82kg，腹囲98cm．脈拍68/分．血圧146/92mmHg．腹部は平坦，軟で，肝・脾は触知せず，皮膚線条は認めない．四肢に浮腫を認めない．皮膚の菲薄化を認めない．
検査所見：尿所見：蛋白（－），糖（－），ケトン体（－）．血液所見：赤血球465万，Hb 14.6g/dL，Ht 46％，白血球6,800，血小板28万．血液生化学所見：AST 38U/L，ALT 78U/L，γ-GT 52U/L（基準8〜50），尿素窒素19mg/dL，クレアチニン0.9mg/dL，尿酸6.8mg/dL，空腹時血糖116mg/dL，HbA1c 6.2％（基準4.6〜6.2），総コレステロール264mg/dL，トリグリセリド212mg/dL，HDLコレステロール34mg/dL，Na 141mEq/L，K 3.5mEq/L，Cl 98mEq/L．
[F072]
この患者について現時点で判断できる異常はどれか．3つ選べ．
ａ　糖尿病
0.8%
ｂ　高血圧症
98.5%
ｃ　高尿酸血症
2.0%
ｄ　脂質異常症
99.3%
ｅ　メタボリックシンドローム
99.5%
[F073]
この患者に対して生活習慣の改善の一環として食事指導を行うことにした．
正しい内容はどれか．
ただし，この患者の消費エネルギーは約2,400kcal/日であると仮定し，今後，3ヵ月で約3〜4kgの減量を目指すこととする．
ａ　総エネルギー量を2,100kcal/日とする．
88.9%
ｂ　炭水化物を総エネルギー量の30％とする．
2.6%
ｃ　蛋白質を200g/日とする．
3.1%
ｄ　脂質を150g/日とする．
5.2%
ｅ　食塩を10g/日とする．
0.1%
[F074]
この患者で増加しているのはどれか．
ａ　LDLのみ
17.9%
ｂ　HDLのみ
0.1"
115F73,115,F,73,web_display_added,"115F73
この患者に対して生活習慣の改善の一環として食事指導を行うことにした。 正しい内容はどれか。 ただし、この患者の消費エネルギーは約2,400kcal/日であると仮定し、今後、3ヵ月で約3〜4kgの減量を目指すこととする。
a 総エネルギー量を2,100kcal/日とする。
b 炭水化物を総エネルギー量の30%とする。
c 蛋白質を200g/日とする。
d 脂質を150g/日とする。
e 食塩を10g/日とする。
================================================================================"
115F74,115,F,74,web_display_added,"115F74
この患者で増加しているのはどれか。 F072
a LDLのみ
b HDLのみ
c VLDLのみ
d LDLとHDL
e LDLとVLDL
================================================================================
<!--"
115F75,115,F,75,base_data,"解答:
正解:8.5(正答率 94.4%)"
115F8,115,F,8,base_data,"解答:
正解:a(正答率 55.8%)"
115F9,115,F,9,base_data,"解答:
正解:a(正答率 59.9%)"
116A1,116,A,1,base_data,"解答:
正解:c(正答率 87.8%)"
116A10,116,A,10,base_data,"解答:
正解:d(正答率 88.0%)"
116A11,116,A,11,base_data,"解答:
正解:e(正答率 96.3%)"
116A12,116,A,12,base_data,"解答:
正解:e(正答率 53.9%)"
116A13,116,A,13,base_data,"解答:
正解:b,e(正答率 85.5%)"
116A14,116,A,14,base_data,"解答:
正解:c,d(正答率 99.5%)"
116A15,116,A,15,base_data,"解答:
正解:c,e(正答率 55.1%)"
116A16,116,A,16,base_data,"解答:
正解:c(正答率 78.9%)"
116A17,116,A,17,base_data,"解答:
正解:e(正答率 59.7%)"
116A18,116,A,18,base_data,"解答:
正解:a(正答率 87.5%)"
116A19,116,A,19,base_data,"解答:
正解:d(正答率 98.0%)"
116A2,116,A,2,base_data,"解答:
正解:c(正答率 50.6%)"
116A20,116,A,20,base_data,"解答:
正解:b(正答率 97.3%)"
116A21,116,A,21,base_data,"解答:
正解:c(正答率 95.1%)"
116A22,116,A,22,base_data,"解答:
正解:c(正答率 94.7%)"
116A23,116,A,23,base_data,"解答:
正解:e(正答率 98.7%)"
116A24,116,A,24,base_data,"解答:
正解:c(正答率 46.4%)"
116A25,116,A,25,base_data,"解答:
正解:c(正答率 71.4%)"
116A26,116,A,26,base_data,"解答:
正解:e(正答率 99.6%)"
116A27,116,A,27,base_data,"解答:
正解:b(正答率 70.8%)"
116A28,116,A,28,base_data,"解答:
正解:a(正答率 96.3%)"
116A29,116,A,29,base_data,"解答:
正解:a(正答率 95.7%)"
116A3,116,A,3,base_data,"解答:
正解:a(正答率 88.7%)"
116A30,116,A,30,base_data,"解答:
正解:a(正答率 90.1%)"
116A31,116,A,31,base_data,"解答:
正解:b(正答率 97.4%)"
116A32,116,A,32,base_data,"解答:
正解:e(正答率 97.9%)"
116A33,116,A,33,base_data,"解答:
正解:e(正答率 95.0%)"
116A34,116,A,34,base_data,"解答:
正解:なし(正答率 0.0%) (採点除外)"
116A35,116,A,35,base_data,"解答:
正解:e(正答率 99.3%)"
116A36,116,A,36,base_data,"解答:
正解:a(正答率 96.8%)"
116A37,116,A,37,base_data,"解答:
正解:c(正答率 95.2%)"
116A38,116,A,38,base_data,"解答:
正解:e(正答率 61.0%)"
116A39,116,A,39,base_data,"解答:
正解:b(正答率 42.7%)"
116A4,116,A,4,base_data,"解答:
正解:d(正答率 87.6%)"
116A40,116,A,40,base_data,"解答:
正解:b(正答率 90.1%)"
116A41,116,A,41,base_data,"解答:
正解:e(正答率 96.2%)"
116A42,116,A,42,base_data,"解答:
正解:a(正答率 95.0%)"
116A43,116,A,43,base_data,"解答:
正解:c(正答率 98.7%)"
116A44,116,A,44,base_data,"解答:
正解:e(正答率 96.4%)"
116A45,116,A,45,base_data,"解答:
正解:d(正答率 96.2%)"
116A46,116,A,46,base_data,"解答:
正解:b(正答率 56.2%)"
116A47,116,A,47,base_data,"解答:
正解:e(正答率 41.3%)"
116A48,116,A,48,base_data,"解答:
正解:e(正答率 81.4%)"
116A49,116,A,49,base_data,"解答:
正解:a(正答率 99.1%)"
116A5,116,A,5,base_data,"解答:
正解:c(正答率 97.2%)"
116A50,116,A,50,base_data,"解答:
正解:a(正答率 91.8%)"
116A51,116,A,51,base_data,"解答:
正解:c(正答率 49.1%)"
116A52,116,A,52,base_data,"解答:
正解:d(正答率 99.8%)"
116A53,116,A,53,base_data,"解答:
正解:b(正答率 36.5%)"
116A54,116,A,54,base_data,"解答:
正解:e(正答率 53.5%)"
116A55,116,A,55,base_data,"解答:
正解:e(正答率 94.1%)"
116A56,116,A,56,base_data,"解答:
正解:b(正答率 89.1%)"
116A57,116,A,57,base_data,"解答:
正解:a(正答率 99.8%)"
116A58,116,A,58,base_data,"解答:
正解:b(正答率 83.6%)"
116A59,116,A,59,base_data,"解答:
正解:c(正答率 67.6%)"
116A6,116,A,6,base_data,"解答:
正解:e(正答率 96.4%)"
116A60,116,A,60,base_data,"解答:
正解:a(正答率 85.7%)"
116A61,116,A,61,base_data,"解答:
正解:a(正答率 97.3%)"
116A62,116,A,62,base_data,"解答:
正解:a(正答率 99.0%)"
116A63,116,A,63,base_data,"解答:
正解:e(正答率 63.5%)"
116A64,116,A,64,base_data,"解答:
正解:e(正答率 77.6%)"
116A65,116,A,65,base_data,"解答:
正解:b,e(正答率 67.7%)"
116A66,116,A,66,base_data,"解答:
正解:a,e(正答率 81.4%)"
116A67,116,A,67,base_data,"解答:
正解:a,d(正答率 85.5%)"
116A68,116,A,68,base_data,"解答:
正解:d,e(正答率 61.7%)"
116A69,116,A,69,base_data,"解答:
正解:a,b(正答率 73.1%)"
116A7,116,A,7,base_data,"解答:
正解:d(正答率 85.3%)"
116A70,116,A,70,base_data,"解答:
正解:b,e(正答率 38.3%)"
116A71,116,A,71,base_data,"解答:
正解:a,b,c,d(正答率 95.3%)"
116A72,116,A,72,base_data,"解答:
正解:a,b,d(正答率 83.8%)"
116A73,116,A,73,base_data,"解答:
正解:a,c,e(正答率 26.4%)"
116A74,116,A,74,base_data,"解答:
正解:a,b,d(正答率 89.7%)"
116A75,116,A,75,base_data,"解答:
正解:a,c,d(正答率 84.8%)"
116A8,116,A,8,base_data,"解答:
正解:d(正答率 74.4%)"
116A9,116,A,9,base_data,"解答:
正解:d(正答率 82.9%)"
116B1,116,B,1,base_data,"解答:
正解:d(正答率 87.1%)"
116B10,116,B,10,base_data,"解答:
正解:e(正答率 95.5%)"
116B11,116,B,11,base_data,"解答:
正解:c(正答率 96.2%)"
116B12,116,B,12,base_data,"解答:
正解:c(正答率 76.3%)"
116B13,116,B,13,base_data,"解答:
正解:d(正答率 99.9%)"
116B14,116,B,14,base_data,"解答:
正解:d(正答率 97.9%)"
116B15,116,B,15,base_data,"解答:
正解:d(正答率 96.8%)"
116B16,116,B,16,base_data,"解答:
正解:e(正答率 99.3%)"
116B17,116,B,17,base_data,"解答:
正解:c(正答率 92.6%)"
116B18,116,B,18,base_data,"解答:
正解:c(正答率 98.7%)"
116B19,116,B,19,base_data,"解答:
正解:e(正答率 95.1%)"
116B2,116,B,2,base_data,"解答:
正解:c(正答率 99.3%)"
116B20,116,B,20,base_data,"解答:
正解:b(正答率 98.3%)"
116B21,116,B,21,base_data,"解答:
正解:b(正答率 96.0%)"
116B22,116,B,22,base_data,"解答:
正解:c(正答率 95.7%)"
116B23,116,B,23,base_data,"解答:
正解:e(正答率 99.5%)"
116B24,116,B,24,base_data,"解答:
正解:a(正答率 78.6%)"
116B25,116,B,25,base_data,"解答:
正解:e(正答率 95.6%)"
116B26,116,B,26,base_data,"解答:
正解:d(正答率 97.7%)"
116B27,116,B,27,base_data,"解答:
正解:c(正答率 98.1%)"
116B28,116,B,28,base_data,"解答:
正解:b(正答率 96.7%)"
116B29,116,B,29,base_data,"解答:
正解:c(正答率 79.5%)"
116B3,116,B,3,base_data,"解答:
正解:e(正答率 91.7%)"
116B30,116,B,30,base_data,"解答:
正解:c(正答率 97.7%)"
116B31,116,B,31,base_data,"解答:
正解:b(正答率 99.3%)"
116B32,116,B,32,base_data,"解答:
正解:d(正答率 84.9%)"
116B33,116,B,33,base_data,"解答:
正解:c(正答率 51.0%)"
116B34,116,B,34,base_data,"解答:
正解:b(正答率 99.0%)"
116B35,116,B,35,base_data,"解答:
正解:d(正答率 98.9%)"
116B36,116,B,36,base_data,"解答:
正解:c(正答率 99.4%)"
116B37,116,B,37,base_data,"解答:
正解:d(正答率 63.9%)"
116B38,116,B,38,base_data,"解答:
正解:b(正答率 99.8%)"
116B39,116,B,39,base_data,"解答:
正解:b(正答率 88.6%)"
116B4,116,B,4,base_data,"解答:
正解:c(正答率 99.1%)"
116B40,116,B,40,base_data,"-41 基準値
次の文を読み，40，41の問いに答えよ．
76歳の男性．食欲低下と全身倦怠感を主訴に来院した．
現病歴：58歳時に高血圧症と診断され，内服加療を受けていた．5年前から尿蛋白1g/日以上が持続するようになり，腎機能も徐々に増悪してきていた．1週間前から食欲が低下し，全身倦怠感が強くなってきたため，外来通院中の病院を受診した．
既往歴：72歳時に狭心症で入院加療歴がある．
生活歴：喫煙歴は20歳から40本/日を56年間．飲酒は日本酒1合/日．
家族歴：母親が高血圧症で治療歴がある．
現症：意識は清明．身長162cm，体重47kg．体温36.4℃．脈拍64/分，整．血圧146/92mmHg．呼吸数16/分．SpO2 96％（room air）．眼瞼結膜に異常を認めない．頸静脈の怒張を認めない．心音と呼吸音に異常を認めない．腹部は平坦，軟で，肝・脾を触知しない．両下腿に圧痕性浮腫を認める．
検査所見：尿所見：蛋白3＋，糖（－），潜血（－），1日尿蛋白3.3g/日．血液所見：赤血球292万，Hb 8.8g/dL，Ht 28％，白血球5,800，血小板18万．血液生化学所見：総蛋白6.3g/dL，アルブミン3.4g/dL，尿素窒素86mg/dL，クレアチニン8.4mg/dL，eGFR 6mL/min/1.73m2，尿酸9.8mg/dL，血糖113mg/dL，Na 131mEq/L，K 7.2mEq/L，Cl 104mEq/L．CRP 0.8mg/dL．胸部X線写真で心胸郭比51％．
[B040]
血液透析を開始するため右内頸静脈から透析用カテーテルを留置することとなった．超音波ガイド下にカテーテルを挿入中，患者の体動がみられ，胸が苦しいとの訴えがあった．
患者の意識と呼吸状態の確認とともにまず行うべきことは何か．
ａ　SpO2の確認
99.3%
ｂ　胸部造影CT
0.4%
ｃ　Dダイマー測定
0.2%
ｄ　フロセミド静注
0.1%
ｅ　ジアゼパム静注
0.0%
[B041]
この患者への処置中に発生した事象として考えにくいのはどれか．
ａ　気胸
0.9%
ｂ　血胸
0.7%
ｃ　空気塞栓
1.9%
ｄ　急性大動脈解離
87.6%
ｅ　血腫による気道狭窄
8.9%
リトライ
[掲載頁：QB2026 Z-1053]
B040
解答:
正解:a(正答率 99.3%)
"
116B41,116,B,41,web_display_added,"116B41
この患者への処置中に発生した事象として考えにくいのはどれか。 B040
a 気胸
b 血胸
c 空気塞栓
d 急性大動脈解離
e 血腫による気道狭窄
================================================================================"
116B42,116,B,42,base_data,"-43 基準値
次の文を読み，42，43の問いに答えよ．
32歳の男性．左前腕を受傷し救急車で搬入された．
現病歴：飲酒した状態で入浴し，浴槽から出た際にふらついてガラス戸に倒れ込み，ガラス片で左前腕屈側に受傷した．物音に気付いた家人が上腕部をタオルできつく縛って止血し，救急隊を要請した．
既往歴：小児喘息の既往がある．
生活歴：喫煙は20本/日を12年間．飲酒はビール1,000mL/日．
家族歴：父親が糖尿病．
現症：酩酊状態だが会話は可能である．身長172cm，体重67kg．体温37.2℃．心拍数84/分，整．血圧120/68mmHg．呼吸数20/分．SpO2 98％（room air）．搬入時，上腕はタオルで駆血された状態で，創部からの出血は止まっていた．受傷から80分経過していた．眼瞼結膜に異常は認めない．
[B042]
上腕部のタオルを外すタイミングで適切なのはどれか．
ａ　搬入後直ちに．
67.0%
ｂ　画像所見を評価してから．
8.7%
ｃ　血液検査の結果を確認してから．
4.9%
ｄ　抗菌薬の投与を終えてから．
2.1%
ｅ　手術を開始するとき．
17.3%
[B043]
血液をふき取った後の創部の写真を次に示す．
神経断裂を疑う所見はどれか．
ａ　創部の強い疼痛
0.0%
ｂ　指先の知覚脱出
67.2%
ｃ　腕橈骨筋反射の低下
5.8%
ｄ　手関節自動伸展が不可能
26.7%
ｅ　損傷部位より末梢の浮腫
0.2%
リトライ
[掲載頁：QB2026 Z-674]
B042
解答:
正解:a(正答率 67.0%)
結果:
B043
解答:
正解:なし(正答率 0.0%) (採点除外)"
116B43,116,B,43,web_display_added,116B43: 画像あり -->
116B44,116,B,44,base_data,"-45 基準値
次の文を読み，44，45の問いに答えよ．
78歳の女性．息切れを主訴に来院した．
現病歴：65歳で事務職を退職するまで毎年，健康診断を受けていたが，異常を指摘されたことはなかった．4年前に感冒症状で自宅近くの診療所を受診した時に，心雑音を指摘されたが精査はされていない．趣味で卓球をしていたが，1年ほど前から競技中に胸部圧迫感を自覚するようになった．1ヵ月ほど前から買い物のためスーパーまで15分程度歩いていく途中に息切れを自覚するようになった．
生活歴：喫煙は20歳から65歳まで1日20本．飲酒は機会飲酒．
家族歴：父が73歳時に脳出血で死亡．母は82歳時に腹部大動脈にステントグラフト内挿術を受けた．
現症：意識は清明．身長154cm，体重54kg．体温36.8℃．脈拍60/分，整．血圧154/92mmHg．呼吸数18/分．SpO2 97％（room air）．眼瞼結膜に異常を認めない．頸静脈の怒張を認めない．呼吸音に異常を認めない．頸部に放散する胸骨右縁第2肋間を最強点とするLevine 3/6の駆出性収縮期雑音を聴取する．腹部は平坦，軟で，肝・脾を触知しない．
[B044]
可能性の高い疾患はどれか．
ａ　肥大型心筋症
0.2%
ｂ　動脈管開存症
0.0%
ｃ　大動脈弁狭窄症
99.6%
ｄ　心房中隔欠損症
0.1%
ｅ　僧帽弁閉鎖不全症
0.1%
[B045]
治療方針の決定に役立つ情報に含まれないのはどれか．
ａ　自覚症状
1.6%
ｂ　併存疾患の有無
0.2%
ｃ　心エコー検査の所見
0.1%
ｄ　心臓カテーテル検査の所見
0.9%
ｅ　MIBG心筋シンチグラフィの所見
97.3%
リトライ
[掲載頁：QB2026 Z-806]
B044
解答:
正解:c(正答率 99.6%)
結果:
B045
解答:
正解:e(正答率 97.3%)"
116B45,116,B,45,web_display_added,"116B45
治療方針の決定に役立つ情報に含まれないのはどれか。 B044
a 自覚症状
b 併存疾患の有無
c 心エコー検査の所見
d 心臓カテーテル検査の所見
e MIBG心筋シンチグラフィの所見
================================================================================"
116B46,116,B,46,base_data,"-47 基準値
次の文を読み，46，47の問いに答えよ．
20歳の男性．動悸と頭痛を主訴に来院した．
現病歴：17歳の時から時々動悸と頭痛を自覚していた．本日，知人の引っ越しを手伝うため家具を運ぼうとしたところ，動悸と激しい頭痛が生じ，内科を受診した．
既往歴：大学入学時の健康診断で血圧高値を指摘された．
生活歴：大学生．喫煙歴，飲酒歴はない．
家族歴：父が高血圧症で治療中．
現症：意識は清明．身長172cm，体重55kg．体温36.3℃．脈拍132/分，整．血圧192/110mmHg．呼吸数24/分．著明な発汗を認める．顔面は紅潮している．四肢に冷感を認める．胸腹部に異常を認めない．
検査所見：尿所見：蛋白（－），糖（－）．血液所見：赤血球463万，Hb 13.2g/dL，Ht 40％，白血球5,800，血小板22万．血液生化学所見：総蛋白8.8g/dL，AST 24U/L，ALT 14U/L，LD 183U/L（基準120〜245），尿素窒素17mg/dL，クレアチニン0.8mg/dL，尿酸7.2mg/dL，血糖101mg/dL，Na 136mEq/L，K 4.2mEq/L，Cl 100mEq/L．CRP 1.2mg/dL．
[B046]
入院し精査と治療を行うことになった．
この時点で患者に対して医師が説明する事項で省略できるのはどれか．
ａ　現在の病状
0.0%
ｂ　現在の診断名
6.3%
ｃ　研究段階の医療の概要
91.2%
ｄ　緊急に行う処置の概要と危険性
2.4%
ｅ　これから行う検査の概要と危険性
0.1%
[B047]
入院後，以下の検査結果が得られた．
入院後検査所見：TSH 1.76μU/mL（基準0.2〜4.0），FT3 3.6pg/mL（基準2.3〜4.3），FT4 1.4ng/dL（基準0.8〜2.2），アルドステロン6ng/dL（基準5〜10），血漿レニン活性2.0ng/mL/時間（基準1.2〜2.5），アドレナリン120pg/mL（基準100以下），ノルアドレナリン1,200pg/mL（基準100〜450）．尿中VMA 18mg/日（基準1.3〜5.1）．腹部超音波検査で左側腹部に径2cmの腫瘤像を認める．
経静脈的降圧薬で降圧がみられたのち，最初に投与すべき経口降圧薬はどれか．
ａ　α遮断薬
95.3%
ｂ　アンジオテンシン変換酵素"
116B47,116,B,47,web_display_added,"116B47
入院後、以下の検査結果が得られた。 入院後検査所見: TSH 1.76μU/mL(基準0.2〜4.0),FT3 3.6pg/mL (基準2.3〜4.3)、FT4 1.4ng/dL (基準0.8〜2.2)、アルドステロン6ng/dL (基準5〜10)、血漿レニン活性2.0ng/mL/時間(基準1.2〜2.5),アドレナリン120pg/mL (基準100以下)、ノルアドレナリン1,200pg/mL (基準100〜450)。尿中VMA 18mg/日(基準1.3〜5.1)。腹部超音波検査で左側腹部に径2cmの腫瘤像を認める。 経静脈的降圧薬で降圧がみられたのち、最初に投与すべき経口降圧薬はどれか。 B046
a α遮断薬
b アンジオテンシン変換酵素〈ACE〉阻害薬
c カルシウム拮抗薬
d β遮断薬
e ループ利尿薬
================================================================================"
116B48,116,B,48,base_data,"-49 基準値
次の文を読み，48，49の問いに答えよ．
64歳の女性．意識障害のため救急車で搬送された．
現病歴：自宅の脱衣場で意識がないのを夫が発見して救急要請をした．本人が入浴のため脱衣場に行って約1時間後に発見し，嘔吐した痕跡を認めたが，明らかな頭部外傷は認めなかった．救急隊到着時には心停止であったが，胸骨圧迫とバッグバルブマスク換気により自己心拍は再開し，救急搬送となった．
既往歴：54歳から高血圧症で降圧薬を服薬中である．
生活歴：喫煙は15本/日を44年間．飲酒はビール350mL/日を週6回．夫と2人暮らし．
家族歴：母は85歳時に脳出血で死亡．
現症：意識レベルはJCSⅢ-300．身長160cm，体重54kg．体温36.0℃．心拍数64/分，整．血圧98/50mmHg．換気回数10/分．SpO2 92％（バッグバルブマスク換気による調節呼吸）．舌根が沈下している．瞳孔は両側ともに径4mm，対光反射は両側で遅延している．心電図モニターは洞調律であるが，巨大陰性T波を認める．
[B048]
搬入時に優先して行うべきなのはどれか．
ａ　気管挿管
99.5%
ｂ　アドレナリン筋注
0.1%
ｃ　プレドニゾロン静注
0.0%
ｄ　グルコン酸カルシウム静注
0.4%
ｅ　電気的除細動（電気ショック）
0.0%
[B049]
初診時に撮影した頭部単純CTを次に示す．入院後，ICUに入室して保存療法で経過を観察した．翌日の所見は以下のとおりであった．意識レベルはJCSⅢ-300．体温37.2℃．脈拍120/分，整．血圧94/60mmHg（昇圧薬投与下）．SpO2 98％（FIO2 0.5で人工呼吸器装着）．瞳孔は左右とも径6mmに拡大して固定している．角膜反射，咽頭反射および咳反射がない．顔面の疼痛刺激に対して体動はなく瞳孔も無反応である．
脳死判定のためにさらに行うべきなのはどれか．
ａ　頭部MRI
0.3%
ｂ　脳波検査
93.6%
ｃ　視覚誘発電位
5.9%
ｄ　針筋電図検査
0.1%
ｅ　末梢神経伝導検査
0.1%
リトライ
[掲載頁：QB2026 Z-613]
B048
解答:
正解:a(正答率 99.5%)
結果:
B049
解答:
正解:b(正答率 93.6%)"
116B49,116,B,49,web_display_added,116B49: 画像あり -->
